Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-08,6.421741008758545,6.885446071624756,6.009795188903809,6.456464767456055,6.456464767456055,39808120
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-09,6.456003189086914,6.625347137451172,5.945126056671143,6.458566188812256,6.458566188812256,36056465
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-10,6.458642959594727,6.798378944396973,6.182684898376465,6.43447208404541,6.43447208404541,37996499
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-11,6.422500133514404,6.640992164611816,5.938551902770996,6.276096820831299,6.276096820831299,36795742
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-12,6.28160285949707,6.470547199249268,5.359408855438232,6.243384838104248,6.243384838104248,57429419
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-13,6.243866920471191,6.489192962646484,5.984070777893066,6.40670108795166,6.40670108795166,32401227
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-14,6.406200885772705,6.803597927093506,6.227525234222412,6.457961082458496,6.457961082458496,34152542
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-15,6.458858013153076,6.730844020843506,5.829110145568848,6.3105340003967285,6.3105340003967285,45478027
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-16,6.309909820556641,6.452207088470459,5.434269905090332,6.052333831787109,6.052333831787109,63896297
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-17,6.052276134490967,6.631011962890625,5.711778163909912,6.122276782989502,6.122276782989502,34558256
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-18,6.121509075164795,6.396607875823975,5.995991230010986,6.229752063751221,6.229752063751221,26968060
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-19,6.233785152435303,6.995440006256104,6.169041156768799,6.917393207550049,6.917393207550049,40750688
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-20,6.91566276550293,8.10435962677002,6.50167989730835,7.354619026184082,7.354619026184082,40791685
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-21,7.34866189956665,7.734226226806641,7.116061210632324,7.192299842834473,7.192299842834473,28077558
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-22,7.196426868438721,7.595664978027344,6.806407928466797,7.394740104675293,7.394740104675293,35480759
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-23,7.393661975860596,7.687490940093994,6.955417156219482,7.548593997955322,7.548593997955322,28510357
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-24,7.544441223144531,7.803730964660644,7.127016067504883,7.518042087554932,7.518042087554932,30845825
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-25,7.698474884033203,8.21794605255127,7.616294860839844,7.761867046356201,7.761867046356201,31315847
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-26,8.224350929260254,8.247576713562012,7.533130168914795,7.712829113006592,7.712829113006592,28753725
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-27,7.713970184326172,8.206679344177246,7.690248966217041,8.032731056213379,8.032731056213379,26480502
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-28,8.034918785095215,8.268228530883789,7.618837833404541,7.788434028625488,7.788434028625488,27719616
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-29,7.786417961120605,8.690603256225586,7.62086009979248,8.17040729522705,8.17040729522705,29962115
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-11-30,8.181699752807617,8.335429191589355,6.640692234039307,7.335873126983643,7.335873126983643,68634947
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-01,7.335383892059326,7.498669147491455,6.613241195678711,7.1090898513793945,7.1090898513793945,51637915
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-02,7.108211994171143,7.108211994171143,5.531569004058838,6.5726637840271,6.5726637840271,64321215
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-03,6.559414863586426,6.559414863586426,5.601243019104004,6.18114185333252,6.18114185333252,41217943
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-04,6.175932884216309,6.631762027740479,5.761796951293945,6.629443168640137,6.629443168640137,26890709
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-05,6.635499000549316,6.895343780517578,6.272544860839844,6.834360122680664,6.834360122680664,17168560
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-06,6.833954811096191,7.1472601890563965,5.953137874603272,6.453681945800781,6.453681945800781,31881166
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-07,6.45246696472168,6.680882930755615,6.20212984085083,6.315145969390869,6.315145969390869,13341240
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-08,6.315021991729736,6.357676982879639,6.041594982147217,6.283036231994629,6.283036231994629,11196693
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-09,6.279170989990234,6.279170989990234,5.204279899597168,5.485363960266113,5.485363960266113,31034528
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-10,5.485372066497803,5.503212928771973,4.863803863525391,5.20402717590332,5.20402717590332,22610363
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-11,5.204998016357422,5.7451348304748535,5.133813858032227,5.537181854248047,5.537181854248047,14409386
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-12,5.537195205688477,6.356249809265137,5.448200225830078,6.285037040710449,6.285037040710449,12564211
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-13,6.286355972290039,6.312891960144043,5.585093021392822,5.631840229034424,5.631840229034424,17422332
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-14,5.6290669441223145,5.654057025909424,5.42556095123291,5.608277797698975,5.608277797698975,9051765
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-15,5.6080641746521,5.645073890686035,5.315135955810547,5.374811172485352,5.374811172485352,8022403
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-16,5.374320030212402,5.808740139007568,5.372942924499512,5.484424114227295,5.484424114227295,8401964
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-17,5.4830708503723145,5.5180840492248535,5.016811847686768,5.087197780609131,5.087197780609131,13163147
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-18,5.087162971496582,5.17820405960083,4.754016876220703,5.119964122772217,5.119964122772217,13203717
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-19,5.120480060577393,5.484280109405518,5.119575023651123,5.423480987548828,5.423480987548828,6942578
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-20,5.422941207885742,5.52455997467041,5.062571048736572,5.21662187576294,5.21662187576294,8404803
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-21,5.216425895690918,5.485171794891357,5.125403881072998,5.299810886383057,5.299810886383057,8068763
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-22,5.300228118896484,5.979878902435303,5.300228118896484,5.968472003936768,5.968472003936768,9698477
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-23,5.963222026824951,6.394299983978272,5.93218994140625,6.375687122344971,6.375687122344971,6379282
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-24,6.374505996704102,6.723773002624512,6.315744876861572,6.630555152893066,6.630555152893066,7724702
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-25,6.627189159393311,6.886720180511475,6.611606121063232,6.886720180511475,6.886720180511475,4952338
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-26,6.886433124542236,7.3515238761901855,6.866902828216553,7.31373405456543,7.31373405456543,10020721
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-27,7.314627170562744,7.475190162658691,6.726589202880859,6.747453212738037,6.747453212738037,11002929
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-28,6.746899127960205,7.251102924346924,6.606352806091309,7.055131912231445,7.055131912231445,9376858
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-29,7.052257061004639,7.292548179626465,7.000172138214111,7.0348219871521,7.0348219871521,7449517
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-30,7.033158779144287,7.425826072692871,6.880520820617676,7.375270843505859,7.375270843505859,9289275
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2021-12-31,7.375420093536377,7.405374050140381,6.679330825805664,7.062263011932373,7.062263011932373,12173649
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-01,7.062424182891846,7.08459997177124,6.756793022155762,6.838785171508789,6.838785171508789,8592519
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-02,6.838769912719727,6.932927131652832,6.060372829437256,6.060372829437256,6.060372829437256,8460798
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-03,6.060410976409912,6.6538848876953125,5.9657487869262695,6.6538848876953125,6.6538848876953125,11769241
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-04,6.654271125793457,6.696281909942627,6.459507942199707,6.478488922119141,6.478488922119141,6820601
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-05,6.478557109832764,6.613019943237305,5.595870971679688,5.767185211181641,5.767185211181641,8425144
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-06,5.7671661376953125,5.840503215789795,5.419219017028809,5.462714195251465,5.462714195251465,6513130
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-07,5.462617874145508,5.629238128662109,4.721816062927246,5.62347412109375,5.62347412109375,17411955
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-08,5.623464107513428,5.88201379776001,5.623464107513428,5.700569152832031,5.700569152832031,5227358
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-09,5.700551986694336,5.717947959899902,5.2888898849487305,5.564826011657715,5.564826011657715,6595909
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-10,5.5648112297058105,5.576535224914551,5.052977085113525,5.313952922821045,5.313952922821045,10907026
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-11,5.313878059387207,5.444533824920654,5.218925952911377,5.306942939758301,5.306942939758301,3882422
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-12,5.306969165802002,6.170426845550537,5.300492763519287,6.170323848724365,6.170323848724365,9987022
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-13,6.170271873474121,6.229403972625732,5.729910850524902,5.892160892486572,5.892160892486572,7675610
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-14,5.892405986785889,6.025172233581543,5.654417991638184,5.8451738357543945,5.8451738357543945,5512106
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-15,5.845238208770752,5.920129776000977,5.743154048919678,5.911757946014404,5.911757946014404,3243625
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-16,5.91179084777832,5.960330963134766,5.63535213470459,5.657985210418701,5.657985210418701,4384441
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-17,5.658158779144287,5.661951065063477,5.168445110321045,5.240199089050293,5.240199089050293,7269702
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-18,5.240172863006592,5.3447089195251465,4.827806949615479,5.078771114349365,5.078771114349365,12857429
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-19,5.0787529945373535,5.26649808883667,5.063292026519775,5.257445812225342,5.257445812225342,5168081
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-20,5.257460117340088,5.530090808868408,5.224569797515869,5.339441776275635,5.339441776275635,5987546
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-21,5.339653015136719,5.36994218826294,5.002823829650879,5.030795097351074,5.030795097351074,5888052
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-22,5.030788898468018,5.043911933898926,4.583191871643066,4.6280927658081055,4.6280927658081055,7095189
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-23,4.628246784210205,5.01002311706543,4.6107611656188965,5.002064228057861,5.002064228057861,4254421
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-24,5.002126216888428,5.254980087280273,4.994349002838135,5.233635902404785,5.233635902404785,3986456
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-25,5.233668804168701,5.326847076416016,5.223773956298828,5.245141983032227,5.245141983032227,2901889
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-26,5.245116233825684,5.305936813354492,5.161715984344482,5.225446224212647,5.225446224212647,2862148
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-27,5.225218772888184,5.239514827728272,4.977727890014648,4.98455810546875,4.98455810546875,2941406
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-28,4.984485149383545,5.355438232421875,4.954011917114258,5.34723711013794,5.34723711013794,3642992
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-29,5.347279071807861,6.005898952484131,5.208684921264648,5.938916206359863,5.938916206359863,6440361
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-30,5.938957214355469,6.329876899719238,5.447329998016357,5.447329998016357,5.447329998016357,9445634
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-01-31,5.447420120239258,5.449063777923584,5.083376884460449,5.098490238189697,5.098490238189697,2971964
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-01,5.098430156707764,5.196749210357666,5.097115993499756,5.149343967437744,5.149343967437744,2100185
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-02,5.14940881729126,5.256134033203125,4.901181221008301,4.957826137542725,4.957826137542725,3022662
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-03,4.957635879516602,5.088429927825928,4.827794075012207,5.078982830047607,5.078982830047607,2887451
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-04,5.078855991363525,5.1899027824401855,4.93080997467041,4.958468914031982,4.958468914031982,2452062
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-05,4.958617210388184,5.161359786987305,4.946559906005859,5.117763042449951,5.117763042449951,3221855
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-06,5.117690086364746,5.135832786560059,4.912015914916992,4.913736820220947,4.913736820220947,1540768
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-07,4.91359281539917,4.970186233520508,4.868400096893311,4.9618120193481445,4.9618120193481445,2838538
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-08,4.961952209472656,4.993307113647461,4.822238922119141,4.8454179763793945,4.8454179763793945,2154542
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-09,4.845274925231934,4.920265197753906,4.845274925231934,4.891654014587402,4.891654014587402,1463735
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-10,4.891664028167725,4.891664028167725,4.437881946563721,4.476762771606445,4.476762771606445,4576942
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-11,4.476871013641357,4.482742786407471,4.35145378112793,4.35145378112793,4.35145378112793,1101451
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-12,4.351487159729004,4.373276233673096,4.327019214630127,4.350255012512207,4.350255012512207,650768
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-13,4.350231170654297,4.368159770965576,3.9934120178222656,4.055788993835449,4.055788993835449,2085777
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-14,4.055795192718506,4.134494781494141,3.966468095779419,4.127217769622803,4.127217769622803,1719488
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-15,4.127011775970459,4.206029891967773,4.105151176452637,4.202805995941162,4.202805995941162,1340065
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-16,4.203327178955078,4.395074844360352,4.179771900177002,4.382594108581543,4.382594108581543,1840317
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-17,4.38267707824707,4.585921764373779,4.38054084777832,4.53326416015625,4.53326416015625,2714690
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-18,4.533267021179199,4.563890933990479,4.307113170623779,4.318123817443848,4.318123817443848,926781
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-19,4.319085121154785,4.335155963897705,4.246480941772461,4.267489910125732,4.267489910125732,832252
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-20,4.267218112945557,4.298855781555176,4.167716026306152,4.180229187011719,4.180229187011719,710002
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-21,4.179920196533203,4.190557956695557,4.006043910980225,4.006043910980225,4.006043910980225,989332
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-22,4.0071330070495605,4.098523139953613,3.8864569664001465,4.078996181488037,4.078996181488037,3608178
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-23,4.079431056976318,4.156048774719238,3.962348937988281,3.96415901184082,3.96415901184082,1223802
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-24,3.964176893234253,3.9755139350891113,3.763987064361572,3.774650096893311,3.774650096893311,1715318
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-25,3.7746119499206543,3.894534111022949,3.6943678855896,3.8852479457855225,3.8852479457855225,670358
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-26,3.885797023773194,3.887598991394043,3.8587288856506334,3.864516019821167,3.864516019821167,159140
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-27,3.86432695388794,3.8892359733581534,3.8356430530548096,3.835891962051392,3.835891962051392,312552
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-02-28,3.8358309268951416,3.889497041702272,3.804054021835327,3.8493940830230713,3.8493940830230713,1082751
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-01,3.849365949630737,3.931035041809082,3.8255770206451416,3.833429098129273,3.833429098129273,1201239
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-02,3.8334009647369385,3.8523380756378174,3.6197240352630615,3.620351076126098,3.620351076126098,1856864
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-03,3.62068510055542,3.621428966522217,3.4794230461120605,3.4842638969421387,3.4842638969421387,1849721
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-04,3.482541084289551,3.482563018798828,3.321769952774048,3.332814931869507,3.332814931869507,1133869
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-05,3.332803010940552,3.345355987548828,2.9696249961853027,3.06332802772522,3.06332802772522,2491009
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-06,3.0633459091186523,3.0820329189300537,3.012830972671509,3.024358034133911,3.024358034133911,757972
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-07,3.024394989013672,3.0256919860839844,2.8626770973205566,2.870961904525757,2.870961904525757,1254020
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-08,2.870903968811035,2.907278060913086,2.8019840717315674,2.822740077972412,2.822740077972412,841872
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-09,2.822758913040161,2.827008008956909,2.7242989540100098,2.724966049194336,2.724966049194336,537306
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-10,2.7249460220336914,2.7304720878601074,2.7054100036621094,2.710844039916992,2.710844039916992,320339
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-11,2.7108609676361084,2.7338979244232178,2.699326992034912,2.7104830741882324,2.7104830741882324,264616
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-12,2.710510015487671,2.732837915420532,2.7008719444274902,2.708882093429565,2.708882093429565,278636
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-13,2.70892596244812,2.8091371059417725,2.70892596244812,2.8049240112304688,2.8049240112304688,850000
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-14,2.8048999309539795,2.808269023895264,2.764014959335327,2.793735980987549,2.793735980987549,488266
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-15,2.79371190071106,2.928394079208374,2.780742883682251,2.922697067260742,2.922697067260742,1258103
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-16,2.9226889610290527,3.17988395690918,2.921391010284424,3.1581530570983887,3.1581530570983887,1821494
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-17,3.158168077468872,3.178709983825684,3.107064008712769,3.1161489486694336,3.1161489486694336,644137
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-18,3.116101026535034,3.116883039474488,2.8661038875579834,2.896327018737793,2.896327018737793,1280956
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-19,2.8962368965148926,2.9258649349212646,2.8896501064300537,2.916062116622925,2.916062116622925,337578
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-20,2.916063070297241,2.9508960247039795,2.8976030349731445,2.9441568851470947,2.9441568851470947,369384
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-21,2.944143056869507,3.0495200157165527,2.940412998199463,3.0464019775390625,3.0464019775390625,861682
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-22,3.04639196395874,3.135538101196289,2.855926036834717,2.9187910556793213,2.9187910556793213,2123376
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-23,2.918766021728516,2.97344708442688,2.9145400524139404,2.9470479488372803,2.9470479488372803,607562
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-24,2.947094917297364,3.052165031433105,2.9423210620880127,3.04715895652771,3.04715895652771,963651
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-25,3.047157049179077,3.154526948928833,3.0425970554351807,3.148993968963623,3.148993968963623,949160
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-26,3.149070978164673,3.2325899600982666,3.14474892616272,3.231161117553711,3.231161117553711,836016
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-27,3.231161117553711,3.343868970870972,3.221705913543701,3.342104911804199,3.342104911804199,1210611
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-28,3.3421120643615723,3.3617610931396484,3.2483930587768555,3.3617610931396484,3.3617610931396484,1484965
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-29,3.3616530895233154,3.3616530895233154,3.2156479358673096,3.2343790531158447,3.2343790531158447,1245984
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-30,3.2343790531158447,3.276081085205078,3.207750082015991,3.259485960006714,3.259485960006714,890003
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-03-31,3.259514093399048,3.2621419429779053,3.1642160415649414,3.1941750049591064,3.1941750049591064,1006708
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-01,3.194276094436645,3.2537240982055664,3.169991970062256,3.2530300617218018,3.2530300617218018,903735
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-02,3.253056049346924,3.314857006072998,3.2114830017089844,3.3122029304504395,3.3122029304504395,1441674
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-03,3.312145948410034,3.3543949127197266,3.29257607460022,3.3196189403533936,3.3196189403533936,910589
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-04,3.3196120262146,3.33803391456604,3.243937015533448,3.247400045394897,3.247400045394897,1217739
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-05,3.247420072555542,3.2649950981140137,3.220587015151977,3.238356113433838,3.238356113433838,727825
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-06,3.238308906555176,3.2393839359283447,3.157180070877075,3.20268988609314,3.20268988609314,632639
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-07,3.202691078186035,3.248495101928711,3.1595609188079834,3.2243099212646484,3.2243099212646484,1477733
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-08,3.2244350910186768,3.224586009979248,3.162431001663208,3.1683149337768555,3.1683149337768555,644342
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-09,3.1683199405670166,3.181879997253418,3.1595048904418945,3.1707959175109863,3.1707959175109863,282733
Toucan Protocol: Base Carbon Tonne USD,BCT-USD,2022-04-10,3.1707630157470703,3.2223079204559326,3.153187990188598,3.1979689598083496,3.1979689598083496,676490
